Time [s],TX,RX
4.379456480,1,0
4.379465160,1,1
4.379482520,1,0
4.379499920,1,1
4.379525960,1,0
4.379534640,1,1
4.379543320,1,0
4.379569360,1,1
4.379586720,1,0
4.379595400,1,1
4.379612800,1,0
4.379621440,1,1
4.379630120,1,0
4.379638840,1,1
4.379673560,1,0
4.379682240,1,1
4.379699600,1,0
4.379708280,1,1
4.379716960,1,0
4.379743000,1,1
4.379751680,1,0
4.379760360,1,1
4.379786440,1,0
4.379795080,1,1
4.379803760,1,0
4.379855880,1,1
4.379864560,1,0
4.379881920,1,1
4.379890600,1,0
4.379899280,1,1
4.379907960,1,0
4.379934000,1,1
4.379951400,1,0
4.379968720,1,1
4.379977440,1,0
4.380029520,1,1
4.380038200,1,0
4.380055560,1,1
4.380064240,1,0
4.380081600,1,1
4.380090280,1,0
4.380107640,1,1
4.380133720,1,0
4.380142360,1,1
4.380151080,1,0
4.380159760,1,1
4.380168440,1,0
4.380177120,1,1
4.380185800,1,0
4.380203160,1,1
4.380220520,1,0
4.380229200,1,1
4.380237880,1,0
4.380255240,1,1
4.380272640,1,0
4.380289960,1,1
4.380307360,1,0
4.380316000,1,1
4.380324720,1,0
4.380333400,1,1
4.380376800,1,0
4.380385480,1,1
4.380394160,1,0
4.380402840,1,1
4.380411520,1,0
4.380420200,1,1
4.380437600,1,0
4.380463600,1,1
4.380481000,1,0
4.380489640,1,1
4.380498360,1,0
4.380524400,1,1
4.380533080,1,0
4.380541760,1,1
4.380567800,1,0
4.380576480,1,1
4.380585200,1,0
4.380602520,1,1
4.380611240,1,0
4.380628560,1,1
4.380654640,1,0
4.380663320,1,1
4.380672000,1,0
4.380724080,1,1
4.380732760,1,0
4.380750120,1,1
4.380758840,1,0
4.380802200,1,1
4.380819600,1,0
4.380836960,1,1
4.380845640,1,0
4.380880360,1,1
4.380915080,1,0
4.380923760,1,1
4.380932480,1,0
4.380941120,1,1
4.380949840,1,0
4.380958520,1,1
4.380967200,1,0
4.380975840,1,1
4.380993240,1,0
4.381010600,1,1
4.381019280,1,0
4.381027960,1,1
4.381036640,1,0
4.381045320,1,1
4.381054000,1,0
4.381062680,1,1
4.381080040,1,0
4.381097400,1,1
4.381106120,1,0
4.381114760,1,1
4.381123480,1,0
4.381132160,1,1
4.381140840,1,0
4.381149520,1,1
4.381166880,1,0
4.381184240,1,1
4.381192920,1,0
4.381201600,1,1
4.381210280,1,0
4.381218960,1,1
4.381227640,1,0
4.381236320,1,1
4.381253680,1,0
4.381271080,1,1
4.381279760,1,0
4.381331840,1,1
4.381340520,1,0
4.381357880,1,1
4.381366560,1,0
4.381401280,1,1
4.381409960,1,0
4.381418680,1,1
4.381427320,1,0
4.381444720,1,1
4.381453400,1,0
4.381470760,1,1
4.381479440,1,0
4.381496800,1,1
4.381514160,1,0
4.381531520,1,1
4.381540200,1,0
4.381548880,1,1
4.381557600,1,0
4.381583600,1,1
4.381600960,1,0
4.381618360,1,1
4.381627040,1,0
4.381661760,1,1
4.381687800,1,0
4.381705160,1,1
4.381713840,1,0
4.381739880,1,1
4.381748560,1,0
4.381757280,1,1
4.381774640,1,0
4.381792000,1,1
4.381800680,1,0
4.381809360,1,1
4.381818040,1,0
4.381826720,1,1
4.381835400,1,0
4.381844080,1,1
4.381861440,1,0
4.381878800,1,1
4.381887480,1,0
4.381896160,1,1
4.381904880,1,0
4.381922200,1,1
4.381930920,1,0
4.381939600,1,1
4.381948280,1,0
4.381965640,1,1
4.381974320,1,0
4.381991680,1,1
4.382000360,1,0
4.382009040,1,1
4.382017720,1,0
4.382052440,1,1
4.434021520,1,0
4.434030200,1,1
4.434038880,1,0
4.434056240,1,1
4.434064920,1,0
4.434082280,1,1
4.434091000,1,0
4.434099640,1,1
4.434108360,1,0
4.434125720,1,1
4.434151760,1,0
4.434169120,1,1
4.434177800,1,0
4.434186480,1,1
4.434195160,1,0
4.434212520,1,1
4.434229920,1,0
4.434255920,1,1
4.434264640,1,0
4.434273280,1,1
4.434282000,1,0
4.434290680,1,1
4.434325400,1,0
4.434342760,1,1
4.434351440,1,0
4.434360120,1,1
4.434368800,1,0
4.434386160,1,1
4.434394840,1,0
4.434403520,1,1
4.434429600,1,0
4.434446920,1,1
4.434455640,1,0
4.434507720,1,1
4.434516400,1,0
4.434533760,1,1
4.434542440,1,0
4.434594520,1,1
4.434603240,1,0
4.434620560,1,1
4.434629280,1,0
4.434681360,1,1
4.434690040,1,0
4.434707400,1,1
4.434716120,1,0
4.434768160,1,1
4.434776880,1,0
4.434794240,1,1
4.434802920,1,0
4.434811600,1,1
4.434828960,1,0
4.434846320,1,1
4.434872360,1,0
4.434881040,1,1
4.434889760,1,0
4.434898400,1,1
4.434907080,1,0
4.434915800,1,1
4.434924480,1,0
4.434941840,1,1
4.434959200,1,0
4.434967880,1,1
4.434976560,1,0
4.434985240,1,1
4.434993920,1,0
4.435028640,1,1
4.435046000,1,0
4.435054680,1,1
4.435063400,1,0
4.435080720,1,1
4.435089440,1,0
4.435106760,1,1
4.435132840,1,0
4.435141520,1,1
4.435150200,1,0
4.435158880,1,1
4.435176240,1,0
4.435202280,1,1
4.435219640,1,0
4.435228320,1,1
4.435237040,1,0
4.435271760,1,1
4.435280440,1,0
4.435289120,1,1
4.435306480,1,0
4.435315160,1,1
4.435323840,1,0
4.435332520,1,1
4.435375960,1,0
4.435384600,1,1
4.435393280,1,0
4.435402000,1,1
4.435410680,1,0
4.435428040,1,1
4.435445400,1,0
4.435462760,1,1
4.435480120,1,0
4.435488800,1,1
4.435497480,1,0
4.435506160,1,1
4.435514840,1,0
4.435532200,1,1
4.435540880,1,0
4.435549600,1,1
4.435566960,1,0
4.435575640,1,1
4.435584320,1,0
4.435627720,1,1
4.435653760,1,0
4.435662440,1,1
4.435671120,1,0
4.435723240,1,1
4.435731880,1,0
4.435749280,1,1
4.435757960,1,0
4.435766600,1,1
4.435784000,1,0
4.435801360,1,1
4.435827400,1,0
4.435836080,1,1
4.435844760,1,0
4.435870800,1,1
4.435879480,1,0
4.435888160,1,1
4.435914240,1,0
4.435922920,1,1
4.435931600,1,0
4.435940280,1,1
4.435948960,1,0
4.435983680,1,1
4.436001040,1,0
4.436009720,1,1
4.436018400,1,0
4.436035800,1,1
4.436044440,1,0
4.436061840,1,1
4.436087880,1,0
4.436096560,1,1
4.436105240,1,0
4.436131280,1,1
4.436139960,1,0
4.436148640,1,1
4.436174720,1,0
4.436183360,1,1
4.436192040,1,0
4.436218080,1,1
4.436235480,1,0
4.436244160,1,1
4.436252840,1,0
4.436270200,1,1
4.436278880,1,0
4.436330960,1,1
4.436339640,1,0
4.436357000,1,1
4.436365680,1,0
4.436417800,1,1
4.436426480,1,0
4.436443840,1,1
4.436452520,1,0
4.436461200,1,1
4.436478560,1,0
4.436495920,1,1
4.436522000,1,0
4.436530640,1,1
4.436539320,1,0
4.436565360,1,1
4.436582760,1,0
4.436591440,1,1
4.436608800,1,0
4.436617480,1,1
4.436626160,1,0
4.436634840,1,1
4.436669560,1,0
4.436678240,1,1
4.436695640,1,0
4.436704280,1,1
4.436713000,1,0
4.436739000,1,1
4.436747720,1,0
4.436756400,1,1
4.436782440,1,0
4.436791120,1,1
4.436799800,1,0
4.436817160,1,1
4.436825840,1,0
4.436834520,1,1
4.436860600,1,0
4.436877920,1,1
4.436886640,1,0
4.436938720,1,1
4.436947400,1,0
4.436964760,1,1
4.436973440,1,0
4.436990800,1,1
4.436999480,1,0
4.437016840,1,1
4.437034240,1,0
4.437051560,1,1
4.437060280,1,0
4.437077640,1,1
4.437086320,1,0
4.437095000,1,1
4.437103680,1,0
4.437138400,1,1
4.494014520,1,0
4.494023200,1,1
4.494031880,1,0
4.494049240,1,1
4.494057920,1,0
4.494075280,1,1
4.494083960,1,0
4.494092640,1,1
4.494101360,1,0
4.494118680,1,1
4.494144720,1,0
4.494162120,1,1
4.494170800,1,0
4.494179480,1,1
4.494188160,1,0
4.494205520,1,1
4.494222880,1,0
4.494248920,1,1
4.494257600,1,0
4.494266280,1,1
4.494275000,1,0
4.494283640,1,1
4.494318400,1,0
4.494335760,1,1
4.494344440,1,0
4.494353120,1,1
4.494361800,1,0
4.494379160,1,1
4.494387840,1,0
4.494396520,1,1
4.494422560,1,0
4.494439920,1,1
4.494448640,1,0
4.494500720,1,1
4.494509400,1,0
4.494526760,1,1
4.494535440,1,0
4.494587520,1,1
4.494596200,1,0
4.494613560,1,1
4.494622280,1,0
4.494674360,1,1
4.494683040,1,0
4.494700400,1,1
4.494709080,1,0
4.494761160,1,1
4.494769840,1,0
4.494787200,1,1
4.494795920,1,0
4.494804560,1,1
4.494821960,1,0
4.494839320,1,1
4.494865360,1,0
4.494874040,1,1
4.494882720,1,0
4.494891400,1,1
4.494900080,1,0
4.494908760,1,1
4.494917440,1,0
4.494934840,1,1
4.494952200,1,0
4.494960880,1,1
4.494969560,1,0
4.494978200,1,1
4.494986920,1,0
4.495021640,1,1
4.495039000,1,0
4.495047680,1,1
4.495056360,1,0
4.495073720,1,1
4.495082400,1,0
4.495099760,1,1
4.495125840,1,0
4.495134520,1,1
4.495143200,1,0
4.495151880,1,1
4.495169240,1,0
4.495195280,1,1
4.495212640,1,0
4.495221320,1,1
4.495230000,1,0
4.495264720,1,1
4.495273440,1,0
4.495282120,1,1
4.495299480,1,0
4.495308160,1,1
4.495316840,1,0
4.495325520,1,1
4.495368920,1,0
4.495377600,1,1
4.495386280,1,0
4.495394960,1,1
4.495403640,1,0
4.495421040,1,1
4.495438360,1,0
4.495455760,1,1
4.495473120,1,0
4.495481800,1,1
4.495490480,1,0
4.495499160,1,1
4.495507840,1,0
4.495525200,1,1
4.495533880,1,0
4.495542560,1,1
4.495559920,1,0
4.495568600,1,1
4.495577280,1,0
4.495620720,1,1
4.495646760,1,0
4.495655440,1,1
4.495664120,1,0
4.495716200,1,1
4.495724880,1,0
4.495742240,1,1
4.495750920,1,0
4.495759600,1,1
4.495768320,1,0
4.495776960,1,1
4.495785680,1,0
4.495803040,1,1
4.495820400,1,0
4.495829080,1,1
4.495837760,1,0
4.495855120,1,1
4.495881160,1,0
4.495889840,1,1
4.495907240,1,0
4.495915880,1,1
4.495924560,1,0
4.495950600,1,1
4.495959320,1,0
4.495976680,1,1
4.495994040,1,0
4.496002720,1,1
4.496011400,1,0
4.496037440,1,1
4.496054800,1,0
4.496063480,1,1
4.496072200,1,0
4.496089520,1,1
4.496098240,1,0
4.496150320,1,1
4.496159000,1,0
4.496176360,1,1
4.496185040,1,0
4.496237120,1,1
4.496245840,1,0
4.496263160,1,1
4.496271880,1,0
4.496280560,1,1
4.496297920,1,0
4.496315280,1,1
4.496341320,1,0
4.496350000,1,1
4.496358680,1,0
4.496384720,1,1
4.496402080,1,0
4.496410760,1,1
4.496428160,1,0
4.496436800,1,1
4.496445520,1,0
4.496454200,1,1
4.496488920,1,0
4.496497600,1,1
4.496514960,1,0
4.496523640,1,1
4.496532360,1,0
4.496558360,1,1
4.496567080,1,0
4.496575720,1,1
4.496601800,1,0
4.496610440,1,1
4.496619160,1,0
4.496636520,1,1
4.496645200,1,0
4.496653880,1,1
4.496679920,1,0
4.496697280,1,1
4.496706000,1,0
4.496758040,1,1
4.496766760,1,0
4.496784120,1,1
4.496792800,1,0
4.496810160,1,1
4.496818840,1,0
4.496836200,1,1
4.496853560,1,0
4.496870920,1,1
4.496879640,1,0
4.496905680,1,1
4.496923000,1,0
4.496931720,1,1
4.496940400,1,0
4.496957760,1,1
4.496966440,1,0
4.497018520,1,1
4.497027200,1,0
4.497044560,1,1
4.497053280,1,0
4.497070600,1,1
4.497079320,1,0
4.497096640,1,1
4.497122720,1,0
4.497131400,1,1
4.497140080,1,0
4.497148760,1,1
4.497157440,1,0
4.497166120,1,1
4.497174800,1,0
4.497192160,1,1
4.497209520,1,0
4.497218200,1,1
4.497226920,1,0
4.497235560,1,1
4.497252960,1,0
4.497270280,1,1
4.497296360,1,0
4.497305040,1,1
4.497313720,1,0
4.497322400,1,1
4.497331080,1,0
4.497339760,1,1
4.497348440,1,0
4.497357120,1,1
4.497383160,1,0
4.497391880,1,1
4.497400560,1,0
4.497426600,1,1
4.497443960,1,0
4.497452640,1,1
4.497470000,1,0
4.497478680,1,1
4.497487360,1,0
4.497513400,1,1
4.497522080,1,0
4.497530760,1,1
4.497556840,1,0
4.497565520,1,1
4.497574200,1,0
4.497591560,1,1
4.497600240,1,0
4.497608920,1,1
4.497634960,1,0
4.497652320,1,1
4.497661000,1,0
4.497713120,1,1
4.497721760,1,0
4.497739160,1,1
4.497747840,1,0
4.497791240,1,1
4.497808600,1,0
4.497825960,1,1
4.497834640,1,0
4.497852000,1,1
4.497860680,1,0
4.497869360,1,1
4.497878080,1,0
4.497912800,1,1
4.548048840,1,0
4.548057520,1,1
4.548066200,1,0
4.548083560,1,1
4.548092280,1,0
4.548109600,1,1
4.548118320,1,0
4.548127000,1,1
4.548135680,1,0
4.548153040,1,1
4.548179080,1,0
4.548196440,1,1
4.548205120,1,0
4.548213800,1,1
4.548222480,1,0
4.548239840,1,1
4.548257240,1,0
4.548283240,1,1
4.548291960,1,0
4.548300640,1,1
4.548309320,1,0
4.548318000,1,1
4.548352720,1,0
4.548370080,1,1
4.548378760,1,0
4.548387440,1,1
4.548396120,1,0
4.548413480,1,1
4.548422160,1,0
4.548430840,1,1
4.548456920,1,0
4.548474280,1,1
4.548482960,1,0
4.548535040,1,1
4.548543720,1,0
4.548561080,1,1
4.548569760,1,0
4.548621840,1,1
4.548630560,1,0
4.548647920,1,1
4.548656600,1,0
4.548708680,1,1
4.548717360,1,0
4.548734720,1,1
4.548743440,1,0
4.548795480,1,1
4.548804200,1,0
4.548821560,1,1
4.548830240,1,0
4.548847600,1,1
4.548864960,1,0
4.548873640,1,1
4.548882320,1,0
4.548891000,1,1
4.548899680,1,0
4.548908360,1,1
4.548917080,1,0
4.548925760,1,1
4.548934400,1,0
4.548977840,1,1
4.548986520,1,0
4.548995200,1,1
4.549003880,1,0
4.549029920,1,1
4.549047280,1,0
4.549064640,1,1
4.549073320,1,0
4.549082000,1,1
4.549090720,1,0
4.549099400,1,1
4.549108040,1,0
4.549125440,1,1
4.549134120,1,0
4.549151480,1,1
4.549160160,1,0
4.549168840,1,1
4.549177520,1,0
4.549203560,1,1
4.549212240,1,0
4.549238320,1,1
4.549246960,1,0
4.549255640,1,1
4.549264360,1,0
4.549316440,1,1
4.549325120,1,0
4.549342480,1,1
4.549351160,1,0
4.549359840,1,1
4.549377240,1,0
4.549403240,1,1
4.549420600,1,0
4.549429280,1,1
4.549438000,1,0
4.549446680,1,1
4.549481400,1,0
4.549490080,1,1
4.549507440,1,0
4.549516120,1,1
4.549524800,1,0
4.549550840,1,1
4.549559520,1,0
4.549576880,1,1
4.549594240,1,0
4.549602960,1,1
4.549611640,1,0
4.549620320,1,1
4.549629000,1,0
4.549637680,1,1
4.549646360,1,0
4.549663720,1,1
4.549681080,1,0
4.549689760,1,1
4.549698440,1,0
4.549750560,1,1
4.549759240,1,0
4.549776600,1,1
4.549785280,1,0
4.549793960,1,1
4.549802640,1,0
4.549837360,1,1
4.549854720,1,0
4.549863400,1,1
4.549872080,1,0
4.549898160,1,1
4.549906800,1,0
4.549915480,1,1
4.549941560,1,0
4.549950240,1,1
4.549958920,1,0
4.550011000,1,1
4.550019680,1,0
4.550037040,1,1
4.550045720,1,0
4.550054400,1,1
4.550071800,1,0
4.550089120,1,1
4.550115200,1,0
4.550123880,1,1
4.550132560,1,0
4.550158600,1,1
4.550175960,1,0
4.550184640,1,1
4.550202000,1,0
4.550210720,1,1
4.550219360,1,0
4.550228040,1,1
4.550262800,1,0
4.550271480,1,1
4.550288840,1,0
4.550297520,1,1
4.550306200,1,0
4.550332240,1,1
4.550340920,1,0
4.550349600,1,1
4.550375680,1,0
4.550384360,1,1
4.550393000,1,0
4.550445120,1,1
4.550453800,1,0
4.550471160,1,1
4.550479840,1,0
4.550497200,1,1
4.550505880,1,0
4.550523240,1,1
4.550540600,1,0
4.550558000,1,1
4.550566640,1,0
4.550618760,1,1
4.550627440,1,0
4.550644800,1,1
4.550653480,1,0
4.550670840,1,1
4.550679520,1,0
4.550696880,1,1
4.550722960,1,0
4.550731640,1,1
4.550740280,1,0
4.550749000,1,1
4.550757680,1,0
4.550766360,1,1
4.550775040,1,0
4.550792400,1,1
4.550809760,1,0
4.550818440,1,1
4.550827120,1,0
4.550844480,1,1
4.550861840,1,0
4.550879200,1,1
4.550896600,1,0
4.550905280,1,1
4.550913960,1,0
4.550922640,1,1
4.550966040,1,0
4.550974720,1,1
4.550983400,1,0
4.550992080,1,1
4.551000760,1,0
4.551009440,1,1
4.551026800,1,0
4.551052840,1,1
4.551070240,1,0
4.551078920,1,1
4.551087600,1,0
4.551113640,1,1
4.551122320,1,0
4.551131000,1,1
4.551157040,1,0
4.551165720,1,1
4.551174400,1,0
4.551191760,1,1
4.551200440,1,0
4.551217840,1,1
4.551243880,1,0
4.551252560,1,1
4.551261240,1,0
4.551313320,1,1
4.551322000,1,0
4.551339360,1,1
4.551348040,1,0
4.551391480,1,1
4.551408840,1,0
4.551426200,1,1
4.551434880,1,0
4.551469600,1,1
4.551504320,1,0
4.551513000,1,1
4.551521720,1,0
4.551530400,1,1
4.551539040,1,0
4.551547720,1,1
4.551556440,1,0
4.551565120,1,1
4.551582480,1,0
4.551599840,1,1
4.551608520,1,0
4.551617200,1,1
4.551625880,1,0
4.551634560,1,1
4.551643240,1,0
4.551651920,1,1
4.551669320,1,0
4.551686640,1,1
4.551695360,1,0
4.551704040,1,1
4.551712680,1,0
4.551721360,1,1
4.551730080,1,0
4.551738760,1,1
4.551756120,1,0
4.551773480,1,1
4.551782160,1,0
4.551790840,1,1
4.551799520,1,0
4.551808200,1,1
4.551816880,1,0
4.551825560,1,1
4.551842960,1,0
4.551860280,1,1
4.551869000,1,0
4.551921080,1,1
4.551929760,1,0
4.551947120,1,1
4.551955800,1,0
4.551990520,1,1
4.551999200,1,0
4.552007880,1,1
4.552016600,1,0
4.552033920,1,1
4.552042640,1,0
4.552059960,1,1
4.552068680,1,0
4.552086040,1,1
4.552103400,1,0
4.552120760,1,1
4.552129440,1,0
4.552138120,1,1
4.552146800,1,0
4.552172840,1,1
4.552190240,1,0
4.552207560,1,1
4.552216280,1,0
4.552251000,1,1
4.552277040,1,0
4.552294400,1,1
4.552303080,1,0
4.552329160,1,1
4.552337800,1,0
4.552346480,1,1
4.552363880,1,0
4.552381240,1,1
4.552389920,1,0
4.552398600,1,1
4.552407280,1,0
4.552415960,1,1
4.552424640,1,0
4.552433320,1,1
4.552450680,1,0
4.552468040,1,1
4.552476720,1,0
4.552485400,1,1
4.552494080,1,0
4.552511440,1,1
4.552520160,1,0
4.552528840,1,1
4.552537520,1,0
4.552554880,1,1
4.552563560,1,0
4.552580920,1,1
4.552589600,1,0
4.552598280,1,1
4.552606960,1,0
4.552641680,1,1
4.683134120,1,0
4.683142800,1,1
4.683151520,1,0
4.683168840,1,1
4.683177560,1,0
4.683194880,1,1
4.683203600,1,0
4.683212280,1,1
4.683220960,1,0
4.683238320,1,1
4.683264360,1,0
4.683281720,1,1
4.683290440,1,0
4.683299080,1,1
4.683307760,1,0
4.683325160,1,1
4.683342520,1,0
4.683368560,1,1
4.683377240,1,0
4.683385920,1,1
4.683394600,1,0
4.683403280,1,1
4.683438000,1,0
4.683455360,1,1
4.683464080,1,0
4.683472720,1,1
4.683481440,1,0
4.683498800,1,1
4.683507480,1,0
4.683516160,1,1
4.683542200,1,0
4.683559560,1,1
4.683568240,1,0
4.683620320,1,1
4.683629040,1,0
4.683646360,1,1
4.683655080,1,0
4.683707160,1,1
4.683715840,1,0
4.683733200,1,1
4.683741880,1,0
4.683793960,1,1
4.683802680,1,0
4.683820000,1,1
4.683828720,1,0
4.683880800,1,1
4.683889480,1,0
4.683906840,1,1
4.683915520,1,0
4.683924200,1,1
4.683941560,1,0
4.683958920,1,1
4.683985000,1,0
4.683993640,1,1
4.684002360,1,0
4.684011040,1,1
4.684019720,1,0
4.684028400,1,1
4.684037080,1,0
4.684054440,1,1
4.684071800,1,0
4.684080480,1,1
4.684089160,1,0
4.684097840,1,1
4.684106520,1,0
4.684141240,1,1
4.684158640,1,0
4.684167280,1,1
4.684176000,1,0
4.684193360,1,1
4.684202040,1,0
4.684219400,1,1
4.684245440,1,0
4.684254120,1,1
4.684262840,1,0
4.684271480,1,1
4.684288880,1,0
4.684314880,1,1
4.684332280,1,0
4.684340960,1,1
4.684349640,1,0
4.684384360,1,1
4.684393040,1,0
4.684401720,1,1
4.684419080,1,0
4.684427760,1,1
4.684436480,1,0
4.684445120,1,1
4.684488560,1,0
4.684497240,1,1
4.684505920,1,0
4.684514600,1,1
4.684523280,1,0
4.684540640,1,1
4.684558000,1,0
4.684575360,1,1
4.684592720,1,0
4.684601400,1,1
4.684610120,1,0
4.684618760,1,1
4.684627480,1,0
4.684644840,1,1
4.684653520,1,0
4.684662200,1,1
4.684679560,1,0
4.684688240,1,1
4.684696920,1,0
4.684740320,1,1
4.684766360,1,0
4.684775040,1,1
4.684783760,1,0
4.684835840,1,1
4.684844520,1,0
4.684861880,1,1
4.684870560,1,0
4.684879240,1,1
4.684896600,1,0
4.684913960,1,1
4.684940000,1,0
4.684948720,1,1
4.684957400,1,0
4.684983440,1,1
4.684992120,1,0
4.685000800,1,1
4.685026840,1,0
4.685035520,1,1
4.685044200,1,0
4.685052880,1,1
4.685061560,1,0
4.685096320,1,1
4.685113680,1,0
4.685122360,1,1
4.685131040,1,0
4.685148400,1,1
4.685157080,1,0
4.685174440,1,1
4.685200480,1,0
4.685209160,1,1
4.685217840,1,0
4.685243880,1,1
4.685252560,1,0
4.685261240,1,1
4.685287320,1,0
4.685296000,1,1
4.685304680,1,0
4.685330720,1,1
4.685348080,1,0
4.685356760,1,1
4.685365440,1,0
4.685382800,1,1
4.685391480,1,0
4.685443600,1,1
4.685452240,1,0
4.685469640,1,1
4.685478320,1,0
4.685530400,1,1
4.685539080,1,0
4.685556440,1,1
4.685565120,1,0
4.685573800,1,1
4.685591160,1,0
4.685608560,1,1
4.685634600,1,0
4.685643280,1,1
4.685651960,1,0
4.685678000,1,1
4.685695360,1,0
4.685704040,1,1
4.685721440,1,0
4.685730080,1,1
4.685738760,1,0
4.685747440,1,1
4.685782200,1,0
4.685790880,1,1
4.685808240,1,0
4.685816920,1,1
4.685825600,1,0
4.685851640,1,1
4.685860320,1,0
4.685869000,1,1
4.685895080,1,0
4.685903720,1,1
4.685912400,1,0
4.685929800,1,1
4.685938440,1,0
4.685947160,1,1
4.685973200,1,0
4.685990560,1,1
4.685999240,1,0
4.686051320,1,1
4.686060000,1,0
4.686077360,1,1
4.686086040,1,0
4.686094760,1,1
4.686112120,1,0
4.686129480,1,1
4.686146840,1,0
4.686164200,1,1
4.686172880,1,0
4.686190240,1,1
4.686198920,1,0
4.686207600,1,1
4.686216280,1,0
4.686251000,1,1
4.793248000,1,0
4.793256680,1,1
4.793265360,1,0
4.793282720,1,1
4.793291400,1,0
4.793308760,1,1
4.793317440,1,0
4.793326120,1,1
4.793334800,1,0
4.793352160,1,1
4.793378200,1,0
4.793395560,1,1
4.793404280,1,0
4.793412920,1,1
4.793421640,1,0
4.793439000,1,1
4.793456360,1,0
4.793482400,1,1
4.793491080,1,0
4.793499760,1,1
4.793508440,1,0
4.793517120,1,1
4.793551840,1,0
4.793569240,1,1
4.793577920,1,0
4.793586560,1,1
4.793595280,1,0
4.793612640,1,1
4.793621320,1,0
4.793630000,1,1
4.793656040,1,0
4.793673400,1,1
4.793682080,1,0
4.793734160,1,1
4.793742880,1,0
4.793760200,1,1
4.793768920,1,0
4.793821000,1,1
4.793829680,1,0
4.793847040,1,1
4.793855760,1,0
4.793907800,1,1
4.793916520,1,0
4.793933880,1,1
4.793942560,1,0
4.793994640,1,1
4.794003320,1,0
4.794020680,1,1
4.794029400,1,0
4.794038040,1,1
4.794055440,1,0
4.794072760,1,1
4.794098840,1,0
4.794107520,1,1
4.794116200,1,0
4.794124880,1,1
4.794133560,1,0
4.794142240,1,1
4.794150920,1,0
4.794168280,1,1
4.794185640,1,0
4.794194320,1,1
4.794203040,1,0
4.794211680,1,1
4.794220400,1,0
4.794255120,1,1
4.794272480,1,0
4.794281160,1,1
4.794289840,1,0
4.794307200,1,1
4.794315880,1,0
4.794333240,1,1
4.794359280,1,0
4.794367960,1,1
4.794376680,1,0
4.794385320,1,1
4.794402720,1,0
4.794428760,1,1
4.794446120,1,0
4.794454800,1,1
4.794463480,1,0
4.794498200,1,1
4.794506880,1,0
4.794515560,1,1
4.794532920,1,0
4.794541600,1,1
4.794550320,1,0
4.794558960,1,1
4.794602400,1,0
4.794611080,1,1
4.794619760,1,0
4.794628440,1,1
4.794637120,1,0
4.794654480,1,1
4.794671840,1,0
4.794689240,1,1
4.794706560,1,0
4.794715280,1,1
4.794723960,1,0
4.794732600,1,1
4.794741320,1,0
4.794758680,1,1
4.794767360,1,0
4.794776040,1,1
4.794793400,1,0
4.794802080,1,1
4.794810760,1,0
4.794854160,1,1
4.794880240,1,0
4.794888920,1,1
4.794897600,1,0
4.794949680,1,1
4.794958360,1,0
4.794975720,1,1
4.794984400,1,0
4.794993080,1,1
4.795001800,1,0
4.795010440,1,1
4.795019120,1,0
4.795036520,1,1
4.795053880,1,0
4.795062560,1,1
4.795071240,1,0
4.795088600,1,1
4.795114640,1,0
4.795123320,1,1
4.795140680,1,0
4.795149360,1,1
4.795158040,1,0
4.795184080,1,1
4.795192800,1,0
4.795210160,1,1
4.795227520,1,0
4.795236200,1,1
4.795244880,1,0
4.795270920,1,1
4.795288280,1,0
4.795296960,1,1
4.795305640,1,0
4.795323000,1,1
4.795331680,1,0
4.795383800,1,1
4.795392480,1,0
4.795409840,1,1
4.795418520,1,0
4.795470600,1,1
4.795479280,1,0
4.795496640,1,1
4.795505320,1,0
4.795514000,1,1
4.795531360,1,0
4.795548760,1,1
4.795574800,1,0
4.795583480,1,1
4.795592160,1,0
4.795618200,1,1
4.795635560,1,0
4.795644240,1,1
4.795661640,1,0
4.795670280,1,1
4.795678960,1,0
4.795687680,1,1
4.795722400,1,0
4.795731080,1,1
4.795748440,1,0
4.795757120,1,1
4.795765800,1,0
4.795791840,1,1
4.795800520,1,0
4.795809200,1,1
4.795835280,1,0
4.795843920,1,1
4.795852640,1,0
4.795870000,1,1
4.795878680,1,0
4.795887360,1,1
4.795913400,1,0
4.795930760,1,1
4.795939440,1,0
4.795991520,1,1
4.796000240,1,0
4.796017560,1,1
4.796026280,1,0
4.796034960,1,1
4.796052320,1,0
4.796069680,1,1
4.796087040,1,0
4.796104400,1,1
4.796113080,1,0
4.796139120,1,1
4.796156480,1,0
4.796165160,1,1
4.796173880,1,0
4.796191200,1,1
4.796199920,1,0
4.796252000,1,1
4.796260680,1,0
4.796278040,1,1
4.796286720,1,0
4.796304080,1,1
4.796312760,1,0
4.796330120,1,1
4.796356200,1,0
4.796364840,1,1
4.796373560,1,0
4.796382240,1,1
4.796390920,1,0
4.796399600,1,1
4.796408280,1,0
4.796425640,1,1
4.796443000,1,0
4.796451680,1,1
4.796460360,1,0
4.796469040,1,1
4.796486440,1,0
4.796503760,1,1
4.796529840,1,0
4.796538480,1,1
4.796547200,1,0
4.796555880,1,1
4.796564560,1,0
4.796573240,1,1
4.796581920,1,0
4.796590600,1,1
4.796616640,1,0
4.796625320,1,1
4.796634040,1,0
4.796660040,1,1
4.796677400,1,0
4.796686120,1,1
4.796703480,1,0
4.796712160,1,1
4.796720840,1,0
4.796746880,1,1
4.796755560,1,0
4.796764240,1,1
4.796790280,1,0
4.796798960,1,1
4.796807680,1,0
4.796825000,1,1
